rank,name,age_x,country_x,industry,sex,citizenship,marital _status,source_1_x,source_2_x,source_3_x,final_worth,age_y,industry_billionaires,source_1_y,source_2_y,source_3_y
208,Liu Yongxing,75.0,China,Service,Male,China,Married,Diversified,,,9200,56.0,Diversified,Steel, investments,
208,Liu Yongxing,75.0,China,Service,Male,China,Married,Diversified,,,9200,79.0,Diversified,Diversified,,
208,Liu Yongxing,75.0,China,Service,Male,China,Married,Diversified,,,9200,47.0,Energy,Energy, investments,
208,Liu Yongxing,75.0,China,Service,Male,China,Married,Diversified,,,9200,82.0,Media & Entertainment,Cable television,,
208,Liu Yongxing,75.0,China,Service,Male,China,Married,Diversified,,,9200,77.0,Technology,Software services,,
208,Liu Yongxing,75.0,China,Service,Male,China,Married,Diversified,,,9200,85.0,Finance & Investments,Discount brokerage,,
208,Liu Yongxing,75.0,China,Service,Male,China,Married,Diversified,,,9200,63.0,Fashion & Retail,Hardware stores,,
215,Charles Schwab,86.0,United States,Finance & Investments,Male,United States,Married,Discount brokerage,,,9000,72.0,Technology,Google,,
215,Charles Schwab,86.0,United States,Finance & Investments,Male,United States,Married,Discount brokerage,,,9000,66.0,Metals & Mining,Mining,,
215,Charles Schwab,86.0,United States,Finance & Investments,Male,United States,Married,Discount brokerage,,,9000,55.0,Real Estate,Real estate,,
215,Charles Schwab,86.0,United States,Finance & Investments,Male,United States,Married,Discount brokerage,,,9000,73.0,Food & Beverage,Alcoholic beverages,,
215,Charles Schwab,86.0,United States,Finance & Investments,Male,United States,Married,Discount brokerage,,,9000,57.0,Manufacturing,Hydraulic machinery,,
220,Antonia Ax:son Johnson,79.0,Sweden,Diversified,Female,Sweden,Married,Diversified,,,8900,68.0,Food & Beverage,Packaging,,
220,Antonia Ax:son Johnson,79.0,Sweden,Diversified,Female,Sweden,Married,Diversified,,,8900,63.0,Food & Beverage,Packaging,,
220,Antonia Ax:son Johnson,79.0,Sweden,Diversified,Female,Sweden,Married,Diversified,,,8900,70.0,Food & Beverage,Packaging,,
223,Georg Schaeffler,58.0,Germany,Automotive,Male,Germany,Divorced,Auto parts,,,8800,47.0,Fashion & Retail,Ecommerce,,
223,Georg Schaeffler,58.0,Germany,Automotive,Male,Germany,Divorced,Auto parts,,,8800,71.0,Technology,Venture capital,,
223,Georg Schaeffler,58.0,Germany,Automotive,Male,Germany,Divorced,Auto parts,,,8800,49.0,Technology,E-commerce,,
223,Georg Schaeffler,58.0,Germany,Automotive,Male,Germany,Divorced,Auto parts,,,8800,38.0,Technology,Facebook,,
223,Georg Schaeffler,58.0,Germany,Automotive,Male,Germany,Divorced,Auto parts,,,8800,55.0,Technology,EBay, PayPal,
223,Georg Schaeffler,58.0,Germany,Automotive,Male,Germany,Divorced,Auto parts,,,8800,64.0,Energy,Batteries,,
223,Georg Schaeffler,58.0,Germany,Automotive,Male,Germany,Divorced,Auto parts,,,8800,72.0,Energy,Oil,,
230,George Roberts,79.0,United States,Finance & Investments,Male,United States,"Widowed, Remarried",Private equity,,,8700,52.0,Manufacturing,Chemicals,,
230,George Roberts,79.0,United States,Finance & Investments,Male,United States,"Widowed, Remarried",Private equity,,,8700,79.0,Fashion & Retail,Retail, real estate,
232,Andrew Beal,70.0,United States,Finance & Investments,Male,United States,Divorced,Banks, real estate,,8600,71.0,Finance & Investments,Private equity,,
232,Andrew Beal,70.0,United States,Finance & Investments,Male,United States,Divorced,Banks, real estate,,8600,67.0,Finance & Investments,Investments,,
232,Andrew Beal,70.0,United States,Finance & Investments,Male,United States,Divorced,Banks, real estate,,8600,68.0,Food & Beverage,Soft drinks, fast food,
232,Andrew Beal,70.0,United States,Finance & Investments,Male,United States,Divorced,Banks, real estate,,8600,79.0,Technology,Software,,
232,Andrew Beal,70.0,United States,Finance & Investments,Male,United States,Divorced,Banks, real estate,,8600,75.0,Food & Beverage,Beer,,
232,Andrew Beal,70.0,United States,Finance & Investments,Male,United States,Divorced,Banks, real estate,,8600,73.0,Real Estate,Real estate,,
232,Andrew Beal,70.0,United States,Finance & Investments,Male,United States,Divorced,Banks, real estate,,8600,67.0,Technology,Google,,
239,Alexander Otto,56.0,Germany,Real Estate,Male,Germany,Married,Real estate,,,8500,47.0,Finance & Investments,Investments,,
239,Alexander Otto,56.0,Germany,Real Estate,Male,Germany,Married,Real estate,,,8500,74.0,Fashion & Retail,Walmart,,
239,Alexander Otto,56.0,Germany,Real Estate,Male,Germany,Married,Real estate,,,8500,55.0,Manufacturing,Solar wafers and modules,,
242,Kirsten Rausing,71.0,Sweden,Food & Beverage,Female,Sweden,no data,Packaging,,,8400,75.0,Media & Entertainment,Media, automotive,
242,Kirsten Rausing,71.0,Sweden,Food & Beverage,Female,Sweden,no data,Packaging,,,8400,77.0,Metals & Mining,Diamonds,,
242,Kirsten Rausing,71.0,Sweden,Food & Beverage,Female,Sweden,no data,Packaging,,,8400,72.0,Media & Entertainment,Media, automotive,
242,Kirsten Rausing,71.0,Sweden,Food & Beverage,Female,Sweden,no data,Packaging,,,8400,77.0,Metals & Mining,Aluminum products,,
242,Jorn Rausing,63.0,Sweden,Food & Beverage,Male,Sweden,no data,Packaging,,,8400,75.0,Media & Entertainment,Media, automotive,
242,Jorn Rausing,63.0,Sweden,Food & Beverage,Male,Sweden,no data,Packaging,,,8400,77.0,Metals & Mining,Diamonds,,
242,Jorn Rausing,63.0,Sweden,Food & Beverage,Male,Sweden,no data,Packaging,,,8400,72.0,Media & Entertainment,Media, automotive,
242,Jorn Rausing,63.0,Sweden,Food & Beverage,Male,Sweden,no data,Packaging,,,8400,77.0,Metals & Mining,Aluminum products,,
246,Jack Dangermond,78.0,United States,Technology,Male,United States,Married,Mapping software,,,8300,75.0,Fashion & Retail,Sporting goods retail,,
246,Jack Dangermond,78.0,United States,Technology,Male,United States,Married,Mapping software,,,8300,81.0,Fashion & Retail,Drugstores,,
246,Jack Dangermond,78.0,United States,Technology,Male,United States,Married,Mapping software,,,8300,65.0,Finance & Investments,Investments,,
249,Chase Coleman III,48.0,United States,Finance & Investments,Male,United States,Married,Investments,,,8200,75.0,Real Estate,Real estate,,
249,Chase Coleman III,48.0,United States,Finance & Investments,Male,United States,Married,Investments,,,8200,61.0,Energy,Oil, banking, telecom
249,Chase Coleman III,48.0,United States,Finance & Investments,Male,United States,Married,Investments,,,8200,62.0,Diversified,Cement, sugar,
249,Chase Coleman III,48.0,United States,Finance & Investments,Male,United States,Married,Investments,,,8200,79.0,Finance & Investments,Private equity,,
249,Chase Coleman III,48.0,United States,Finance & Investments,Male,United States,Married,Investments,,,8200,91.0,Real Estate,Real estate,,
249,Chase Coleman III,48.0,United States,Finance & Investments,Male,United States,Married,Investments,,,8200,68.0,Real Estate,Real estate,,
249,Chase Coleman III,48.0,United States,Finance & Investments,Male,United States,Married,Investments,,,8200,41.0,Real Estate,Real estate,,
256,Tilman Fertitta,66.0,United States,Food & Beverage,Male,United States,Married,Houston Rockets, entertainment,,8100,69.0,Diversified,Diversified,,
256,Tilman Fertitta,66.0,United States,Food & Beverage,Male,United States,Married,Houston Rockets, entertainment,,8100,66.0,Diversified,Diversified,,
256,Tilman Fertitta,66.0,United States,Food & Beverage,Male,United States,Married,Houston Rockets, entertainment,,8100,65.0,Food & Beverage,Houston Rockets, entertainment,
256,Tilman Fertitta,66.0,United States,Food & Beverage,Male,United States,Married,Houston Rockets, entertainment,,8100,58.0,Diversified,Diversified,,
256,Tilman Fertitta,66.0,United States,Food & Beverage,Male,United States,Married,Houston Rockets, entertainment,,8100,54.0,Gambling & Casinos,Oil and gas, IT, lotteries
261,Thierry Dassault,66.0,France,Diversified,Male,France,no data,Diversified,,,8000,39.0,Technology,Airbnb,,
261,Thierry Dassault,66.0,France,Diversified,Male,France,no data,Diversified,,,8000,66.0,Energy,Oil,,
261,Thierry Dassault,66.0,France,Diversified,Male,France,no data,Diversified,,,8000,93.0,Fashion & Retail,Home Depot,,
261,Thierry Dassault,66.0,France,Diversified,Male,France,no data,Diversified,,,8000,85.0,Finance & Investments,Insurance,,
261,Thierry Dassault,66.0,France,Diversified,Male,France,no data,Diversified,,,8000,60.0,Finance & Investments,Private equity,,
261,Thierry Dassault,66.0,France,Diversified,Male,France,no data,Diversified,,,8000,58.0,Metals & Mining,Coal mines,,
261,Thierry Dassault,66.0,France,Diversified,Male,France,no data,Diversified,,,8000,76.0,Finance & Investments,Investments,,
261,Laurent Dassault,70.0,France,Diversified,Male,France,Married,Diversified,,,8000,39.0,Technology,Airbnb,,
261,Laurent Dassault,70.0,France,Diversified,Male,France,Married,Diversified,,,8000,66.0,Energy,Oil,,
261,Laurent Dassault,70.0,France,Diversified,Male,France,Married,Diversified,,,8000,93.0,Fashion & Retail,Home Depot,,
261,Laurent Dassault,70.0,France,Diversified,Male,France,Married,Diversified,,,8000,85.0,Finance & Investments,Insurance,,
261,Laurent Dassault,70.0,France,Diversified,Male,France,Married,Diversified,,,8000,60.0,Finance & Investments,Private equity,,
261,Laurent Dassault,70.0,France,Diversified,Male,France,Married,Diversified,,,8000,58.0,Metals & Mining,Coal mines,,
261,Laurent Dassault,70.0,France,Diversified,Male,France,Married,Diversified,,,8000,76.0,Finance & Investments,Investments,,
268,Francis Choi,75.0,Hong Kong,Real Estate,Male,Hong Kong,Married,Real estate,,,7900,52.0,Finance & Investments,Private equity,,
268,Francis Choi,75.0,Hong Kong,Real Estate,Male,Hong Kong,Married,Real estate,,,7900,52.0,Fashion & Retail,Sports apparel,,
268,Francis Choi,75.0,Hong Kong,Real Estate,Male,Hong Kong,Married,Real estate,,,7900,71.0,Fashion & Retail,Walmart,,
268,Francis Choi,75.0,Hong Kong,Real Estate,Male,Hong Kong,Married,Real estate,,,7900,54.0,Technology,Samsung,,
268,Francis Choi,75.0,Hong Kong,Real Estate,Male,Hong Kong,Married,Real estate,,,7900,54.0,Finance & Investments,Private equity,,
268,Francis Choi,75.0,Hong Kong,Real Estate,Male,Hong Kong,Married,Real estate,,,7900,72.0,Finance & Investments,Hedge funds,,
268,Francis Choi,75.0,Hong Kong,Real Estate,Male,Hong Kong,Married,Real estate,,,7900,57.0,Metals & Mining,Metals and mining,,
268,Francis Choi,75.0,Hong Kong,Real Estate,Male,Hong Kong,Married,Real estate,,,7900,50.0,Diversified,Real estate, construction,
276,Elisabeth DeLuca,76.0,United States,Food & Beverage,Female,United States,Widowed,Subway,,,7800,73.0,Telecom,Telecom,,
276,Elisabeth DeLuca,76.0,United States,Food & Beverage,Female,United States,Widowed,Subway,,,7800,66.0,Manufacturing,Petrochemicals,,
276,Elisabeth DeLuca,76.0,United States,Food & Beverage,Female,United States,Widowed,Subway,,,7800,94.0,Manufacturing,Petrochemicals,,
276,Elisabeth DeLuca,76.0,United States,Food & Beverage,Female,United States,Widowed,Subway,,,7800,53.0,Technology,Financial information,,
276,Elisabeth DeLuca,76.0,United States,Food & Beverage,Female,United States,Widowed,Subway,,,7800,58.0,Manufacturing,Furniture,,
276,Elisabeth DeLuca,76.0,United States,Food & Beverage,Female,United States,Widowed,Subway,,,7800,75.0,Fashion & Retail,Shoes,,
282,Robin Li,54.0,China,Technology,Male,China,Married,Internet search,,,7700,55.0,Food & Beverage,Cheese,,
282,Robin Li,54.0,China,Technology,Male,China,Married,Internet search,,,7700,42.0,Food & Beverage,Cheese,,
282,Robin Li,54.0,China,Technology,Male,China,Married,Internet search,,,7700,80.0,Media & Entertainment,Movies, record labels,
282,Robin Li,54.0,China,Technology,Male,China,Married,Internet search,,,7700,54.0,Technology,Internet search,,
282,Robin Li,54.0,China,Technology,Male,China,Married,Internet search,,,7700,71.0,Service,Agribusiness,,
282,Robin Li,54.0,China,Technology,Male,China,Married,Internet search,,,7700,68.0,Technology,Semiconductors,,
282,Robin Li,54.0,China,Technology,Male,China,Married,Internet search,,,7700,68.0,Healthcare,Medical devices,,
282,Robin Li,54.0,China,Technology,Male,China,Married,Internet search,,,7700,61.0,Real Estate,Real estate,,
290,Zhang Congyuan,75.0,Taiwan,Fashion & Retail,Male,Taiwan,Married,Shoes,,,7600,54.0,Energy,Photovoltaic equipment,,
290,Zhang Congyuan,75.0,Taiwan,Fashion & Retail,Male,Taiwan,Married,Shoes,,,7600,89.0,Healthcare,Pharmaceuticals,,
290,Zhang Congyuan,75.0,Taiwan,Fashion & Retail,Male,Taiwan,Married,Shoes,,,7600,67.0,Manufacturing,Chemicals,,
290,Zhang Congyuan,75.0,Taiwan,Fashion & Retail,Male,Taiwan,Married,Shoes,,,7600,41.0,Technology,Airbnb,,
290,Zhang Congyuan,75.0,Taiwan,Fashion & Retail,Male,Taiwan,Married,Shoes,,,7600,64.0,Real Estate,Real Estate,,
290,Zhang Congyuan,75.0,Taiwan,Fashion & Retail,Male,Taiwan,Married,Shoes,,,7600,66.0,Manufacturing,Chemicals,,
290,Zhang Congyuan,75.0,Taiwan,Fashion & Retail,Male,Taiwan,Married,Shoes,,,7600,85.0,Real Estate,Real estate,,
290,Zhang Congyuan,75.0,Taiwan,Fashion & Retail,Male,Taiwan,Married,Shoes,,,7600,59.0,Technology,E-commerce,,
290,Zhang Congyuan,75.0,Taiwan,Fashion & Retail,Male,Taiwan,Married,Shoes,,,7600,62.0,Healthcare,Pharmaceuticals,,
299,Stefano Pessina,82.0,Monaco,Fashion & Retail,Male,Monaco,Married,Drugstores,,,7500,80.0,Sports,Home Depot,,
299,Stefano Pessina,82.0,Monaco,Fashion & Retail,Male,Monaco,Married,Drugstores,,,7500,85.0,Fashion & Retail,Supermarkets,,
299,Stefano Pessina,82.0,Monaco,Fashion & Retail,Male,Monaco,Married,Drugstores,,,7500,59.0,Fashion & Retail,Sports apparel,,
299,Stefano Pessina,82.0,Monaco,Fashion & Retail,Male,Monaco,Married,Drugstores,,,7500,68.0,Finance & Investments,Hedge funds,,
299,Stefano Pessina,82.0,Monaco,Fashion & Retail,Male,Monaco,Married,Drugstores,,,7500,79.0,Finance & Investments,Private equity,,
299,Stefano Pessina,82.0,Monaco,Fashion & Retail,Male,Monaco,Married,Drugstores,,,7500,52.0,Food & Beverage,Restaurants,,
305,David Steward,72.0,United States,Technology,Male,United States,Married,IT provider,,,7400,80.0,Technology,Software,,
305,David Steward,72.0,United States,Technology,Male,United States,Married,IT provider,,,7400,70.0,Manufacturing,Petrochemicals,,
305,David Steward,72.0,United States,Technology,Male,United States,Married,IT provider,,,7400,59.0,Fashion & Retail,Textiles, apparel,
305,David Steward,72.0,United States,Technology,Male,United States,Married,IT provider,,,7400,71.0,Real Estate,Real estate,,
305,David Steward,72.0,United States,Technology,Male,United States,Married,IT provider,,,7400,72.0,Manufacturing,Manufacturing, investments,
305,David Steward,72.0,United States,Technology,Male,United States,Married,IT provider,,,7400,62.0,Construction & Engineering,Construction, investments,
305,David Steward,72.0,United States,Technology,Male,United States,Married,IT provider,,,7400,81.0,Food & Beverage,Agriculture,,
312,Paul Tudor Jones II,68.0,United States,Finance & Investments,Male,United States,Married,Hedge funds,,,7300,91.0,Manufacturing,Cement,,
312,Paul Tudor Jones II,68.0,United States,Finance & Investments,Male,United States,Married,Hedge funds,,,7300,59.0,Metals & Mining,Mining, metals, machinery
312,Paul Tudor Jones II,68.0,United States,Finance & Investments,Male,United States,Married,Hedge funds,,,7300,50.0,Fashion & Retail,Fashion retail,,
312,Paul Tudor Jones II,68.0,United States,Finance & Investments,Male,United States,Married,Hedge funds,,,7300,63.0,Logistics,Ports,,
312,Paul Tudor Jones II,68.0,United States,Finance & Investments,Male,United States,Married,Hedge funds,,,7300,55.0,Technology,Electronics components,,
317,Rohiqa Cyrus Mistry,56.0,India,Diversified,Female,India,Widowed,Diversified,,,7200,65.0,Finance & Investments,Trading, investments,
317,Rohiqa Cyrus Mistry,56.0,India,Diversified,Female,India,Widowed,Diversified,,,7200,72.0,Technology,Electronics,,
317,Rohiqa Cyrus Mistry,56.0,India,Diversified,Female,India,Widowed,Diversified,,,7200,68.0,Real Estate,Real estate, investments,
317,Rohiqa Cyrus Mistry,56.0,India,Diversified,Female,India,Widowed,Diversified,,,7200,79.0,Finance & Investments,Auto loans,,
317,Rohiqa Cyrus Mistry,56.0,India,Diversified,Female,India,Widowed,Diversified,,,7200,78.0,Energy,Pipelines,,
317,Rohiqa Cyrus Mistry,56.0,India,Diversified,Female,India,Widowed,Diversified,,,7200,41.0,Finance & Investments,Fintech,,
317,Rohiqa Cyrus Mistry,56.0,India,Diversified,Female,India,Widowed,Diversified,,,7200,61.0,Fashion & Retail,Personal care goods,,
317,Rohiqa Cyrus Mistry,56.0,India,Diversified,Female,India,Widowed,Diversified,,,7200,77.0,Food & Beverage,Beverages,,
317,Shapoor Mistry,58.0,Ireland,Diversified,Male,Ireland,Married,Diversified,,,7200,65.0,Finance & Investments,Trading, investments,
317,Shapoor Mistry,58.0,Ireland,Diversified,Male,Ireland,Married,Diversified,,,7200,72.0,Technology,Electronics,,
317,Shapoor Mistry,58.0,Ireland,Diversified,Male,Ireland,Married,Diversified,,,7200,68.0,Real Estate,Real estate, investments,
317,Shapoor Mistry,58.0,Ireland,Diversified,Male,Ireland,Married,Diversified,,,7200,79.0,Finance & Investments,Auto loans,,
317,Shapoor Mistry,58.0,Ireland,Diversified,Male,Ireland,Married,Diversified,,,7200,78.0,Energy,Pipelines,,
317,Shapoor Mistry,58.0,Ireland,Diversified,Male,Ireland,Married,Diversified,,,7200,41.0,Finance & Investments,Fintech,,
317,Shapoor Mistry,58.0,Ireland,Diversified,Male,Ireland,Married,Diversified,,,7200,61.0,Fashion & Retail,Personal care goods,,
317,Shapoor Mistry,58.0,Ireland,Diversified,Male,Ireland,Married,Diversified,,,7200,77.0,Food & Beverage,Beverages,,
325,Robert Ng,71.0,Singapore,Real Estate,Male,Singapore,Married,Real estate,,,7100,79.0,Technology,Healthcare software,,
325,Robert Ng,71.0,Singapore,Real Estate,Male,Singapore,Married,Real estate,,,7100,76.0,Gambling & Casinos,Gambling,,
325,Robert Ng,71.0,Singapore,Real Estate,Male,Singapore,Married,Real estate,,,7100,61.0,Service,Self storage,,
325,Robert Ng,71.0,Singapore,Real Estate,Male,Singapore,Married,Real estate,,,7100,66.0,Manufacturing,Construction equipment,,
325,Robert Ng,71.0,Singapore,Real Estate,Male,Singapore,Married,Real estate,,,7100,72.0,Healthcare,Health care,,
