rank,name,net__worth,age,source,country,industry,sex,citizenship,marital _status,education,college/_university,empire,source_1,source_2,source_3
2423,Chang Kuo-Hua,1.1,68.0,"Shipping, airlines",Taiwan,Logistics,Male,Taiwan,Married,Bachelor of Engineering,Taipei University of Marine Technology,no data,Shipping, airlines,
2424,Summerfield Johnston Jr,1.1,90.0,Coca-Cola,United States,Food & Beverage,Male,United States,Married,no data,no data,Self Made,Coca-Cola,,
2425,Nikhil Kamath,1.1,36.0,Financial services,India,Finance & Investments,Male,India,Divorced,no data,no data,Self Made,Financial services,,
2426,Henadiy Boholyubov,1.1,61.0,"Banking, investments",Ukraine,Diversified,Male,Ukraine,Married,no data,no data,Self Made,Banking, investments,
2427,Tan Lili,1.1,66.0,Feed,China,Food & Beverage,Female,China,no data,no data,no data,Self Made,Feed,,
2428,Kim Jung-min,1.1,21.0,Online gaming,South Korea,Media & Entertainment,Female,South Korea,Single,no data,no data,no data,Online gaming,,
2428,Kim Jung-youn,1.1,19.0,Online gaming,South Korea,Media & Entertainment,Female,South Korea,Single,no data,no data,no data,Online gaming,,
2430,Lee Joong-keun,1.1,82.0,"Construction, real estate",South Korea,Construction & Engineering,Male,South Korea,Married,Doctorate,Korea University,Self Made,Construction, real estate,
2431,Polys Haji-Ioannou,1.1,63.0,EasyJet,Cyprus,Service,Male,Cyprus,Married,no data,no data,no data,EasyJet,,
2432,Wang Jianfeng,1.1,66.0,Auto parts,China,Automotive,Male,China,no data,no data,no data,Self Made,Auto parts,,
2433,Arkady Volozh,1.1,59.0,Search engine,Russia,Technology,Male,Russia,Married,Master of Science,Gubkin Russian State University of Oil and Gas,Self Made,Search engine,,
2434,Adam Foroughi,1.1,43.0,mobile games,United States,Media & Entertainment,Male,United States,Married,no data,no data,Self Made,mobile games,,
2435,Chen Xianbao,1.1,64.0,Food,China,Food & Beverage,Male,China,Married,no data,no data,Self Made,Food,,
2436,Dulce Pugliese de Godoy Bueno,1.1,75.0,"hospitals, health care",Brazil,Healthcare,Female,Brazil,Divorced,Doctorate,The University of Texas at Austin,Self Made,hospitals, health care,
2437,Wang Zelong,1.1,27.0,Chemicals,China,Metals & Mining,Male,China,Married,no data,no data,no data,Chemicals,,
2438,Rahul Gautam,1.1,70.0,Mattresses,India,Fashion & Retail,Male,India,Married,no data,no data,no data,Mattresses,,
2439,Liu Fangyi,1.1,66.0,Medical equipment,China,Healthcare,Male,China,no data,no data,no data,Self Made,Medical equipment,,
2440,Cristina Green,1.1,74.0,Fashion retail,United Kingdom,Fashion & Retail,Female,United Kingdom,Married,no data,no data,Self Made,Fashion retail,,
2440,Philip Green,1.1,71.0,Fashion retail,United Kingdom,Fashion & Retail,Male,United Kingdom,Married,no data,no data,Self Made,Fashion retail,,
2442,David Hindawi,1.1,78.0,Software,United States,Technology,Male,United States,Married,no data,no data,Self Made,Software,,
2443,Niraj Shah,1.1,49.0,online retail,United States,Technology,Male,United States,Married,Bachelor of Science in Engineering,Cornell University,Self Made,online retail,,
2444,Yao Hsiao Tung,1.1,83.0,manufacturing,Singapore,Manufacturing,Male,Singapore,Married,no data,no data,Self Made,manufacturing,,
2445,David Golub,1.1,61.0,Private equity,United States,Finance & Investments,Male,United States,no data,Bachelor of Arts/Economics,Harvard College,Self Made,Private equity,,
2445,Michael Spencer,1.1,68.0,Stock exchange,United Kingdom,Finance & Investments,Male,United Kingdom,Married,Bachelor of Arts/Science,Oxford University,Self Made,Stock exchange,,
2445,Ryan Breslow,1.1,29.0,E-commerce software,United States,Technology,Male,United States,Single,Drop Out,Stanford University,Self Made,E-commerce software,,
2448,Jonas Kamprad,1.1,57.0,IKEA,Sweden,Finance & Investments,Male,Sweden,Married,no data,no data,no data,IKEA,,
2448,Mathias Kamprad,1.1,54.0,IKEA,Sweden,Finance & Investments,Male,Sweden,Divorced,no data,no data,no data,IKEA,,
2450,John Christodoulou,1.1,58.0,Real estate,United Kingdom,Real Estate,Male,United Kingdom,Married,no data,no data,Self Made,Real estate,,
2451,Aras Agalarov,1.1,67.0,real estate,Russia,Fashion & Retail,Male,Russia,Married,Bachelor of Arts/Science,Baku Polytechnical Instit,Self Made,real estate,,
2452,Antonio Percassi,1.1,70.0,"Real estate, diversified",Italy,Diversified,Male,Italy,Divorced,no data,no data,Self Made,Real estate, diversified,
2453,James Truchard,1.1,80.0,software,United States,Technology,Male,United States,Married,Doctorate,The University of Texas at Austin,Self Made,software,,
2454,Ke Yunfeng,1.1,56.0,Retailing,China,Healthcare,Male,China,no data,no data,no data,Self Made,Retailing,,
2455,Zhang Changhong,1.1,65.0,financial information service,China,Technology,Male,China,Married,no data,no data,Self Made,financial information service,,
2456,Wang Fuji,1.1,66.0,Pharmaceuticals,China,Healthcare,Male,China,no data,no data,no data,Self Made,Pharmaceuticals,,
2457,Brad Keywell,1.1,53.0,"Software, investments",United States,Technology,Male,United States,Divorced,Bachelor of Arts/Science,University of Michigan,Self Made,Software, investments,
2458,Bai Baokun,1.1,66.0,Hardware,China,Manufacturing,Male,China,no data,no data,no data,Self Made,Hardware,,
2459,Steve Conine,1.1,50.0,online retail,United States,Technology,Male,United States,Married,Bachelor of Science in Engineering,Cornell University,Self Made,online retail,,
2460,Gabriel Escarrer,1.1,88.0,Hotels,Spain,Service,Male,Spain,Married,no data,no data,Self Made,Hotels,,
2461,Joseph Steinberg,1.1,79.0,Investments,United States,Finance & Investments,Male,United States,Married,Master of Business Administration,Harvard University,Self Made,Investments,,
2462,Thomas Bruch,1.1,73.0,Retail,Germany,Fashion & Retail,Male,Germany,Married,Master of Business Administration,University of Saarland,no data,Retail,,
2463,Tory Burch,1.1,57.0,Fashion,United States,Fashion & Retail,Female,United States,Married,Bachelor of Arts/Science,University of Pennsylvania,Self Made,Fashion,,
2464,Gleb Fetisov,1.1,57.0,Investments,Russia,Telecom,Male,Russia,Married,Doctorate,Moscow State University,Self Made,Investments,,
2465,Weimin Du,1.1,59.0,Vaccines,China,Healthcare,Male,China,Married,Master of Business Administration,Jinan University,Self Made,Vaccines,,
2466,Catherine Phillips,1.1,66.0,investments,Canada,Finance & Investments,Female,Canada,Married,no data,no data,Self Made,investments,,
2466,John Phillips,1.1,72.0,investments,Canada,Finance & Investments,Male,Canada,Married,Law Degree,University of Toronto,Self Made,investments,,
2468,Chu Jian,1.1,60.0,Manufacturing,China,Manufacturing,Male,China,no data,no data,no data,Self Made,Manufacturing,,
2469,Chang Jing,1.1,41.0,Technology ,China,Technology,Male,China,no data,no data,no data,Self Made,Technology ,,
2470,Stephane Bonvin,1.1,56.0,Real estate,Switzerland,Real Estate,Male,Switzerland,no data,no data,no data,Self Made,Real estate,,
2471,Xiu Laigui,1.1,69.0,Pharmaceuticals,China,Healthcare,Male,China,Married,no data,no data,Self Made,Pharmaceuticals,,
2472,Manny Stul,1.1,74.0,Toys,Australia,Manufacturing,Male,Australia,Married,High School Graduate,High School,Self Made,Toys,,
2473,Huang Jinxiang,1.1,58.0,Chemicals,China,Manufacturing,Male,China,Married,no data,no data,Self Made,Chemicals,,
2474,Xu Guozhong,1.1,59.0,Motors,China,Manufacturing,Male,China,Married,no data,no data,Self Made,Motors,,
2475,Wang Jianguo,1.1,63.0,Retail,China,Fashion & Retail,Male,China,no data,no data,no data,Self Made,Retail,,
2476,Farkhad Akhmedov,1.1,67.0,Investments,Russia,Energy,Male,Russia,Divorced,no data,no data,Self Made,Investments,,
2477,Lance Gokongwei,1.1,55.0,Diversified,Philippines,Diversified,Male,Philippines,Married,Bachelor of Science,The Wharton School of the University of Pennsylvania,no data,Diversified,,
2478,Dmitry Nikolaev,1.1,56.0,Coal,Russia,Energy,Male,Russia,Married,no data,no data,Self Made,Coal,,
2479,Shigefumi Wada,1.1,70.0,software,Japan,Technology,Male,Japan,Married,Bachelor of Arts/Science,Rikkyo University,Self Made,software,,
2480,Chris Ellison,1.1,66.0,Mining,Australia,Metals & Mining,Male,Australia,Married,no data,no data,Self Made,Mining,,
2481,Benny Suherman,1.1,75.0,cinemas ,Indonesia,Media & Entertainment,Male,Indonesia,no data,no data,no data,Self Made,cinemas ,,
2482,Peng Zhao,1.1,52.0,Online recruitment,China,Service,Male,China,no data,Bachelor of Law,Peking University,Self Made,Online recruitment,,
2483,Kangbao Ke,1.1,60.0,Retailing,China,Healthcare,Male,China,Married,no data,no data,Self Made,Retailing,,
2484,Masaru Wasami,1.1,78.0,logistics,Japan,Logistics,Male,Japan,no data,no data,no data,Self Made,logistics,,
2485,Tsao Ter-fung,1.1,76.0,Food,Taiwan,Food & Beverage,Male,Taiwan,Married,Master of Science,Colorado State University,Self Made,Food,,
2486,Sun Hongbin,1.1,60.0,real estate,United States,Real Estate,Male,United States,no data,Master,Tsinghua University,Self Made,real estate,,
2487,Qian Ying,1.1,57.0,Pig breeding,China,Food & Beverage,Female,China,Married,no data,no data,Self Made,Pig breeding,,
2488,Peter Kamprad,1.1,59.0,IKEA,Sweden,Finance & Investments,Male,Sweden,Married,no data,no data,no data,IKEA,,
2489,Xie Bingzheng,1.1,54.0,Apparel,China,Fashion & Retail,Male,China,Married,no data,no data,Self Made,Apparel,,
2490,Helena Revoredo,1.1,76.0,Security services,Spain,Service,Female,Spain,Widowed,Bachelor of Arts/Science,Catholic University of Buenos Aires,no data,Security services,,
2491,Oleg Boyko,1.1,58.0,Diversified,Russia,Diversified,Male,Russia,Single,Master of Science,Moscow Aviation University,Self Made,Diversified,,
2492,Pavel Golubkov,1.1,47.0,"Building, development",Russia,Real Estate,Male,Russia,Single,Master of Science in Engineering,Moscow State Aviation Technological University,Self Made,Building, development,
2493,Karl Friedrich Braun,1.1,40.0,Medical technology,Germany,Healthcare,Male,Germany,no data,no data,no data,no data,Medical technology,,
2493,Johanna Braun,1.1,43.0,Medical technology,Germany,Healthcare,Female,Germany,no data,no data,no data,no data,Medical technology,,
2493,Anna Maria Braun,1.1,44.0,Medical technology,Germany,Healthcare,Female,Germany,Married,no data,no data,no data,Medical technology,,
2496,Tiger Woods,1.1,47.0,Golf,United States,Sports,Male,United States,no data,no data,Stanford University,Self Made,Golf,,
2497,Said Gutseriev,1.1,35.0,"Retail, investments",Russia,Energy,Male,Russia,Married,Bachelor of Science,University of Oxford,no data,Retail, investments,
2498,George Sakellaris,1.1,77.0,Energy services,United States,Energy,Male,United States,Married,Master of Business Administration,Northeastern University,Self Made,Energy services,,
2499,Liu Qingfeng,1.1,50.0,software,China,Technology,Male,China,no data,no data,no data,Self Made,software,,
2500,Francesco Saputo,1.1,66.0,Cheese,Canada,Food & Beverage,Male,Canada,no data,no data,no data,no data,Cheese,,
2501,Hedda im Brahm-Droege,1.1,68.0,Investments,Germany,Finance & Investments,Female,Germany,Married,no data,no data,Self Made,Investments,,
2502,Wenjun Dai,1.1,55.0,Food,China,Food & Beverage,Male,China,no data,no data,no data,Self Made,Food,,
2503,Arash Ferdowsi,1.1,37.0,online file storage,United States,Technology,Male,United States,Single,Drop Out,Massachusetts Institute of Technology,Self Made,online file storage,,
2504,Wang Han,1.1,36.0,Airline,China,Diversified,Male,China,no data,no data,no data,no data,Airline,,
2505,Shlomo Eliahu,1.1,87.0,Insurance,Israel,Finance & Investments,Male,Israel,Divorced,no data,no data,Self Made,Insurance,,
2506,Zan Shengda,1.1,60.0,Diversified,China,Diversified,Male,China,Married,EMBA,Tsinghua University,Self Made,Diversified,,
2507,Alexander Tedja,1.1,77.0,real estate,Indonesia,Real Estate,Male,Indonesia,Married,no data,no data,Self Made,real estate,,
2508,Vera Rechulski Santo Domingo,1.1,74.0,Beer,Brazil,Food & Beverage,Female,Brazil,Widowed,no data,no data,no data,Beer,,
2509,Wu Xiaoge,1.1,50.0,Battery components ,China,Manufacturing,Female,China,Married,Master of Business Administration,Tsinghua University,Self Made,Battery components ,,
2510,Yu Faxiang,1.1,51.0,"Tourism, cultural industry",China,Media & Entertainment,Male,China,no data,no data,no data,Self Made,Tourism, cultural industry,
2511,Fu Mingkang,1.1,60.0,Manufacturing,China,Manufacturing,Male,China,Married,no data,no data,Self Made,Manufacturing,,
2512,Stelios Haji-Ioannou,1.1,56.0,EasyJet,Cyprus,Service,Male,Cyprus,Single,Master of Science,City University of London,no data,EasyJet,,
2513,Hiroshi Ishibashi,1.1,77.0,tires,Japan,Automotive,Male,Japan,Married,no data,no data,no data,tires,,
2514,Jianming Geng,1.1,60.0,Real estate,China,Real Estate,Male,China,Married,Master of Business Administration,Nanyang Technology University,Self Made,Real estate,,
2515,Ryan Graves,1.0,40.0,Uber,United States,Technology,Male,United States,Married,Bachelor of Arts/Science,Miami University of Ohio,Self Made,Uber,,
2516,Cheng Xianfeng,1.0,54.0,Pharmaceuticals,China,Healthcare,Male,China,no data,no data,no data,Self Made,Pharmaceuticals,,
2517,LeBron James,1.0,38.0,Basketball,United States,Sports,Male,United States,Married,no data,no data,Self Made,Basketball,,
2518,Zong Yanmin,1.0,66.0,Semiconductor materials,China,Manufacturing,Male,China,no data,no data,no data,Self Made,Semiconductor materials,,
2519,Lev Kvetnoi,1.0,57.0,Cement,Russia,Finance & Investments,Male,Russia,Married,Bachelor of Arts/Science,Leningrad Institute of Physical Culture,Self Made,Cement,,
2520,Stanley Tang,1.0,30.0,food delivery app,United States,Technology,Male,United States,no data,Bachelor of Arts/Science,Stanford University,Self Made,food delivery app,,
2521,Benedicte Find,1.0,68.0,Medical devices,Denmark,Healthcare,Female,Denmark,no data,no data,no data,no data,Medical devices,,
2522,Liu Ming Hui,1.0,60.0,Natural gas distribution,China,Energy,Male,China,no data,Bachelor of Science,Hebei Normal University,Self Made,Natural gas distribution,,
2523,Li Wanqiang,1.0,46.0,Smartphones,China,Technology,Male,China,no data,no data,no data,Self Made,Smartphones,,
2524,Ivan Streshinsky,1.0,53.0,"Metals, telecom",Russia,Diversified,Male,Russia,Married,Master of Science,Moscow Institute of Physics and Technology,Self Made,Metals, telecom,
2525,Michael Kum,1.0,78.0,Hotels,Singapore,Real Estate,Male,Singapore,Married,no data,no data,Self Made,Hotels,,
2526,Danilo Iervolino,1.0,45.0,Online universities,Italy,Technology,Male,Italy,Married,no data,no data,Self Made,Online universities,,
2527,Rao Wei,1.0,58.0,Pharmaceuticals,China,Healthcare,Male,China,no data,Doctorate,Wuhan University of Technology,Self Made,Pharmaceuticals,,
2528,Guilherme Peirao Leal,1.0,73.0,cosmetics,Brazil,Fashion & Retail,Male,Brazil,Divorced,Bachelor of Arts/Science,Universidade de Sao Paulo,Self Made,cosmetics,,
2529,Luigi Cremonini,1.0,84.0,meat processing,Italy,Food & Beverage,Male,Italy,Married,no data,no data,Self Made,meat processing,,
2530,Wu Chaoqun,1.0,54.0,Chemicals,China,Manufacturing,Male,China,no data,no data,no data,Self Made,Chemicals,,
2531,Kevin Plank,1.0,51.0,Under Armour,United States,Fashion & Retail,Male,United States,Married,Master of Business Administration,Robert H. Smith School of Business,Self Made,Under Armour,,
2532,Andy Fang,1.0,31.0,food delivery app,United States,Technology,Male,United States,no data,Bachelor of Arts/Science,Stanford University,Self Made,food delivery app,,
2533,Ihor Kolomoyskyy,1.0,60.0,"Banking, investments",Israel,Diversified,Male,Israel,Married,Master of Science,Dniepropetrovsk Metallurgical Institute,Self Made,Banking, investments,
2534,Petter Stordalen,1.0,60.0,Hotels,Norway,Service,Male,Norway,Married,no data,no data,Self Made,Hotels,,
2535,Hartley Rogers,1.0,63.0,asset management,United States,Finance & Investments,Male,United States,Married,no data,no data,Self Made,asset management,,
2536,Ludwig Theodor Braun,1.0,33.0,Medical technology,Germany,Healthcare,Male,Germany,no data,no data,no data,no data,Medical technology,,
2537,Hong Feng,1.0,46.0,Smartphones,China,Technology,Male,China,no data,Master of Science,Purdue University,Self Made,Smartphones,,
2538,Zhu Yiming,1.0,51.0,Semiconductors,China,Technology,Male,China,no data,no data,no data,Self Made,Semiconductors,,
2539,Mark Dixon,1.0,63.0,Office real estate ,United Kingdom,Real Estate,Male,United Kingdom,Divorced,no data,no data,Self Made,Office real estate ,,
2540,Yi Xianzhong,1.0,64.0,Pharmaceuticals,China,Healthcare,Male,China,no data,no data,no data,Self Made,Pharmaceuticals,,
2541,Zhu Xingliang,1.0,64.0,Construction,China,Construction & Engineering,Male,China,Married,Bachelor of Arts/Science,Suzhou University of Science and Technology,Self Made,Construction,,
2542,Yogesh Kothari,1.0,74.0,Specialty chemicals,India,Manufacturing,Male,India,Married,Bachelor of Engineering,Mumbai University,Self Made,Specialty chemicals,,
2543,John Krystynak,1.0,55.0,mobile games,United States,Media & Entertainment,Male,United States,no data,Bachelor of Science,University of California,Self Made,mobile games,,
2544,Wu Kaiting,1.0,53.0,Electronics,Hong Kong,Telecom,Male,Hong Kong,no data,no data,no data,Self Made,Electronics,,
2545,Zhang Xuezheng,1.0,48.0,Telecom,China,Technology,Male,China,no data,no data,no data,Self Made,Telecom,,
